Model Year,Mfr Name,Division,Eng Displ,# Cyl,City FE (Guide) - Conventional Fuel,Hwy FE (Guide) - Conventional Fuel,Comb FE (Guide) - Conventional Fuel
2016,FCA US LLC,ALFA ROMEO,1.8,4,24,34,28
2016,aston martin,Aston Martin Lagonda Ltd,6,12,12,18,14
2016,aston martin,Aston Martin Lagonda Ltd,4.7,8,14,21,16
2016,aston martin,Aston Martin Lagonda Ltd,4.7,8,13,19,15
2016,aston martin,Aston Martin Lagonda Ltd,4.7,8,14,21,16
2016,aston martin,Aston Martin Lagonda Ltd,4.7,8,13,19,15
2016,aston martin,Aston Martin Lagonda Ltd,4.7,8,14,21,16
2016,aston martin,Aston Martin Lagonda Ltd,4.7,8,13,19,15
2016,Volkswagen Group of,Audi,2,4,23,30,26
2016,BMW,BMW,3,6,16,23,19
2016,BMW,BMW,2,4,22,33,26
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,3,6,17,24,20
2016,BMW,BMW,3,6,17,24,20
2016,General Motors,Chevrolet,6.2,8,13,23,16
2016,General Motors,Chevrolet,6.2,8,16,29,20
2016,General Motors,Chevrolet,6.2,8,15,22,18
2016,General Motors,Chevrolet,6.2,8,17,29,21
2016,FCA US LLC,Dodge,8.4,10,12,21,15
2016,Ferrari,"Ferrari North America, Inc.",3.9,8,15,22,18
2016,Ferrari,"Ferrari North America, Inc.",3.9,8,16,22,18
2016,Ferrari,"Ferrari North America, Inc.",3.9,8,15,22,18
2016,Ferrari,"Ferrari North America, Inc.",3.9,8,16,22,18
2016,Ferrari,"Ferrari North America, Inc.",6.3,12,11,16,13
2016,Ferrari,"Ferrari North America, Inc.",6.3,12,12,16,13
2016,Ferrari,"Ferrari North America, Inc.",6.3,12,12,17,13
2016,Ferrari,"Ferrari North America, Inc.",6.3,12,11,15,12
2016,Ferrari,"Ferrari North America, Inc.",6.3,12,12,15,13
2016,Ferrari,"Ferrari North America, Inc.",6.3,12,11,15,13
2016,Honda,Honda,1.5,4,36,39,37
2016,Honda,Honda,1.5,4,31,38,34
2016,Jaguar Land Rover L,Jaguar,3,6,19,28,22
2016,Jaguar Land Rover L,Jaguar,3,6,16,24,19
2016,Jaguar Land Rover L,Jaguar,3,6,19,28,22
2016,Jaguar Land Rover L,Jaguar,3,6,16,24,19
2016,Jaguar Land Rover L,Jaguar,5,8,15,23,18
2016,Jaguar Land Rover L,Jaguar,5,8,15,23,18
2016,Jaguar Land Rover L,Jaguar,5,8,16,23,18
2016,Jaguar Land Rover L,Jaguar,3,6,18,26,21
2016,Jaguar Land Rover L,Jaguar,3,6,18,26,21
2016,Jaguar Land Rover L,Jaguar,3,6,19,27,22
2016,Jaguar Land Rover L,Jaguar,3,6,15,24,18
2016,Jaguar Land Rover L,Jaguar,3,6,19,27,22
2016,Jaguar Land Rover L,Jaguar,3,6,15,24,18
2016,Volkswagen Group of,Lamborghini,6.5,12,11,18,13
2016,Volkswagen Group of,Lamborghini,6.5,12,10,17,12
2016,Volkswagen Group of,Lamborghini,5.2,10,14,21,17
2016,Volkswagen Group of,Lamborghini,5.2,10,14,20,16
2016,MAZDA,MAZDA,2,4,27,36,30
2016,MAZDA,MAZDA,2,4,27,34,30
2016,McLaren Automotive,McLaren,3.8,8,16,23,19
2016,McLaren Automotive,McLaren,3.8,8,16,22,18
2016,McLaren Automotive,McLaren,3.8,8,16,22,18
2016,McLaren Automotive,McLaren,3.8,8,16,22,18
2016,Mercedes-Benz,Mercedes-Benz,4,8,16,22,18
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,16,25,19
2016,Mercedes-Benz,Mercedes-Benz,6,12,14,21,17
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,19,28,22
2016,Mercedes-Benz,Mercedes-Benz,3,6,20,27,23
2016,Mercedes-Benz,Mercedes-Benz,4.7,8,16,24,19
2016,Mercedes-Benz,Mercedes-Benz,2,4,25,32,28
2016,Mercedes-Benz,Mercedes-Benz,3.5,6,21,29,24
2016,Mercedes-Benz,Mercedes-Benz,0.9,3,34,39,36
2016,Mercedes-Benz,Mercedes-Benz,0.9,3,32,39,35
2016,Nissan,NISSAN,3.7,6,19,26,21
2016,Nissan,NISSAN,3.7,6,18,26,21
2016,Nissan,NISSAN,3.7,6,18,25,21
2016,Nissan,NISSAN,3.7,6,17,24,20
2016,Pagani Automobili S,Pagani Automobili S.p.A.,6,12,11,17,13
2016,Porsche,Porsche,3.8,6,15,20,17
2016,Porsche,Porsche,4,6,14,20,16
2016,Porsche,Porsche,2.7,6,22,32,26
2016,Porsche,Porsche,2.7,6,20,30,24
2016,Porsche,Porsche,3.4,6,22,31,25
2016,Porsche,Porsche,3.4,6,19,26,22
2016,Porsche,Porsche,3.4,6,21,30,24
2016,Porsche,Porsche,3.4,6,20,28,23
2016,Porsche,Porsche,3.8,6,18,24,20
2016,Porsche,Porsche,2.7,6,22,32,26
2016,Porsche,Porsche,2.7,6,20,30,24
2016,Porsche,Porsche,3.8,6,18,23,20
2016,Porsche,Porsche,3.4,6,22,31,25
2016,Porsche,Porsche,3.4,6,19,26,22
2016,Porsche,Porsche,3.4,6,21,30,24
2016,Porsche,Porsche,3.4,6,20,28,23
2016,aston martin,Aston Martin Lagonda Ltd,5.9,12,13,19,15
2016,aston martin,Aston Martin Lagonda Ltd,6,12,13,21,16
2016,Ferrari,"Ferrari North America, Inc.",3.9,8,16,23,19
2016,Ferrari,"Ferrari North America, Inc.",3.9,8,16,23,18
2016,FCA US LLC,FIAT,1.4,4,24,32,27
2016,FCA US LLC,FIAT,1.4,4,27,34,30
2016,FCA US LLC,FIAT,1.4,4,28,34,30
2016,FCA US LLC,FIAT,1.4,4,31,40,34
2016,FCA US LLC,FIAT,1.4,4,24,32,27
2016,FCA US LLC,FIAT,1.4,4,28,34,30
2016,BMW,Mini,1.5,3,27,37,31
2016,BMW,Mini,1.5,3,27,38,31
2016,BMW,Mini,2,4,25,34,29
2016,BMW,Mini,2,4,23,33,27
2016,Porsche,Porsche,3.4,6,20,28,23
2016,Porsche,Porsche,3.4,6,19,27,22
2016,Porsche,Porsche,3.4,6,20,28,23
2016,Porsche,Porsche,3.4,6,19,27,22
2016,Porsche,Porsche,3.4,6,20,27,22
2016,Porsche,Porsche,3.4,6,19,26,22
2016,Porsche,Porsche,3.8,6,19,26,21
2016,Porsche,Porsche,3.8,6,18,26,21
2016,Porsche,Porsche,3.8,6,18,25,21
2016,Porsche,Porsche,3.8,6,18,25,20
2016,Porsche,Porsche,3.8,6,19,26,22
2016,Porsche,Porsche,3.8,6,19,26,21
2016,Porsche,Porsche,3.8,6,19,26,21
2016,Porsche,Porsche,3.8,6,18,26,21
2016,Porsche,Porsche,3.4,6,21,28,23
2016,Porsche,Porsche,3.4,6,19,27,22
2016,Porsche,Porsche,3.8,6,19,26,21
2016,Porsche,Porsche,3.8,6,18,26,21
2016,Porsche,Porsche,3.8,6,19,26,21
2016,Porsche,Porsche,3.8,6,18,25,20
2016,Porsche,Porsche,3.8,6,20,27,23
2016,Porsche,Porsche,3.8,6,19,27,22
2016,Porsche,Porsche,3.8,6,19,27,22
2016,Porsche,Porsche,3.8,6,19,27,22
2016,Porsche,Porsche,4,6,14,20,16
2016,Porsche,Porsche,3.4,6,19,26,22
2016,Porsche,Porsche,3.4,6,18,26,21
2016,Porsche,Porsche,3.8,6,18,25,21
2016,Porsche,Porsche,3.8,6,18,26,21
2016,Porsche,Porsche,3.8,6,18,25,21
2016,Porsche,Porsche,3.8,6,18,26,21
2016,Porsche,Porsche,3.8,6,17,24,20
2016,Porsche,Porsche,3.8,6,17,24,20
2016,Porsche,Porsche,3.8,6,17,24,20
2016,Porsche,Porsche,3.8,6,17,24,20
2016,Toyota,SCION,2,4,25,34,28
2016,Toyota,SCION,2,4,22,30,25
2016,Subaru,Subaru,2,4,25,34,28
2016,Subaru,Subaru,2,4,22,30,25
2016,aston martin,Aston Martin Lagonda Ltd,6,12,14,22,17
2016,Volkswagen Group of,Audi,1.8,4,23,33,27
2016,Volkswagen Group of,Audi,1.8,4,24,35,28
2016,Volkswagen Group of,Audi,2,4,23,32,26
2016,Volkswagen Group of,Audi,2,4,24,33,27
2016,Volkswagen Group of,Audi,2,4,21,29,24
2016,Volkswagen Group of,Audi,2,4,21,30,25
2016,Volkswagen Group of,Audi,2,4,22,32,26
2016,Volkswagen Group of,Audi,2,4,23,31,26
2016,Volkswagen Group of,Audi,3,6,18,28,21
2016,Volkswagen Group of,Audi,3,6,17,26,20
2016,Volkswagen Group of,Audi,3,6,18,26,21
2016,Volkswagen Group of,Audi,2,4,23,30,26
2016,Volkswagen Group of,Audi,2,4,23,27,25
2016,Volkswagen Group of,Bentley,4,8,14,24,17
2016,Volkswagen Group of,Bentley,6,12,12,20,15
2016,BMW,BMW,2,4,23,35,27
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,2,4,23,34,27
2016,BMW,BMW,2,4,23,35,27
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,2,4,23,34,27
2016,BMW,BMW,2,4,21,33,25
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,20,29,23
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,20,29,23
2016,BMW,BMW,3,6,20,29,23
2016,BMW,BMW,4.4,8,17,25,20
2016,BMW,BMW,4.4,8,17,25,20
2016,BMW,BMW,4.4,8,15,24,18
2016,BMW,BMW,4.4,8,16,25,19
2016,BMW,BMW,3,6,20,27,23
2016,BMW,BMW,3,6,18,26,21
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,19,28,22
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,19,26,22
2016,BMW,BMW,3,6,20,30,23
2016,BMW,BMW,3,6,20,30,23
2016,BMW,BMW,3,6,17,24,19
2016,BMW,BMW,3,6,17,26,20
2016,BMW,BMW,4.4,8,14,20,16
2016,BMW,BMW,4.4,8,15,22,17
2016,BMW,BMW,4.4,8,14,20,16
2016,BMW,BMW,4.4,8,15,22,17
2016,General Motors,Buick,1.6,4,20,27,23
2016,General Motors,Chevrolet,1.4,4,31,41,35
2016,General Motors,Chevrolet,1.4,4,30,41,34
2016,Ford Motor Company,Ford,1.6,4,27,37,31
2016,Ford Motor Company,Ford,1.6,4,28,36,31
2016,Ford Motor Company,Ford,1,3,31,43,36
2016,Ford Motor Company,Ford,2.3,4,21,32,25
2016,Ford Motor Company,Ford,2.3,4,22,31,25
2016,Ford Motor Company,Ford,3.7,6,19,28,22
2016,Ford Motor Company,Ford,3.7,6,17,28,21
2016,Ford Motor Company,Ford,5,8,16,25,19
2016,Ford Motor Company,Ford,5,8,15,25,19
2016,Ford Motor Company,Ford,2.3,4,20,29,24
2016,Ford Motor Company,Ford,5,8,15,24,18
2016,Ford Motor Company,Ford,5.2,8,14,21,16
2016,Hyundai,HYUNDAI MOTOR COMPANY,3.8,6,16,25,19
2016,Hyundai,HYUNDAI MOTOR COMPANY,3.8,6,17,24,19
2016,Toyota,LEXUS,2,4,22,32,26
2016,Toyota,LEXUS,3.5,6,19,26,21
2016,Toyota,LEXUS,3.5,6,19,28,22
2016,Toyota,LEXUS,3.5,6,19,26,21
2016,Toyota,LEXUS,5,8,16,25,19
2016,Maserati,MASERATI,4.7,8,13,21,16
2016,Maserati,MASERATI,4.7,8,13,20,15
2016,Mercedes-Benz,Mercedes-Benz,3,6,20,29,24
2016,Mercedes-Benz,Mercedes-Benz,3,6,20,29,24
2016,Mercedes-Benz,Mercedes-Benz,3,6,20,28,23
2016,Mercedes-Benz,Mercedes-Benz,4.7,8,17,26,20
2016,Mercedes-Benz,Mercedes-Benz,4.7,8,18,26,21
2016,BMW,Mini,1.5,3,27,37,31
2016,BMW,Mini,1.5,3,28,39,32
2016,BMW,Mini,1.5,3,27,37,31
2016,BMW,Mini,1.5,3,29,39,33
2016,BMW,Mini,2,4,26,33,29
2016,BMW,Mini,2,4,23,33,27
2016,BMW,Mini,2,4,26,33,29
2016,BMW,Mini,2,4,23,33,27
2016,BMW,Mini,2,4,25,31,28
2016,BMW,Mini,2,4,23,31,26
2016,Nissan,NISSAN,3.8,6,16,22,19
2016,Roush,"Roush Industries, Inc.",5,8,13,23,16
2016,Roush,"Roush Industries, Inc.",5,8,12,23,16
2016,Toyota,SCION,1.5,4,33,42,37
2016,Toyota,SCION,1.5,4,31,41,35
2016,Volkswagen Group of,Volkswagen,1.8,4,25,34,28
2016,Volkswagen Group of,Volkswagen,2,4,23,31,26
2016,Volkswagen Group of,Volkswagen,2,4,23,31,26
2016,Volkswagen Group of,Volkswagen,2,4,22,30,25
2016,Honda,Acura,2.4,4,25,36,29
2016,Honda,Acura,2.4,4,24,35,28
2016,Honda,Acura,3.5,6,21,34,25
2016,Honda,Acura,3.5,6,21,31,25
2016,Volkswagen Group of,Audi,2,4,24,31,27
2016,Volkswagen Group of,Audi,2,4,21,30,25
2016,Volkswagen Group of,Audi,2,4,22,32,26
2016,Volkswagen Group of,Audi,2,4,20,29,23
2016,Volkswagen Group of,Audi,2,4,20,28,23
2016,Volkswagen Group of,Audi,3,6,18,28,21
2016,Volkswagen Group of,Audi,3,6,17,26,20
2016,Volkswagen Group of,Bentley,4,8,15,25,19
2016,Volkswagen Group of,Bentley,6,12,12,21,15
2016,BMW,BMW,2,4,24,36,28
2016,BMW,BMW,2,4,23,36,28
2016,BMW,BMW,2,4,23,35,27
2016,BMW,BMW,2,4,32,42,36
2016,BMW,BMW,2,4,30,40,34
2016,BMW,BMW,2,4,23,35,27
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,3,6,22,33,26
2016,BMW,BMW,3,6,20,30,23
2016,BMW,BMW,3,6,22,33,26
2016,BMW,BMW,3,6,20,29,23
2016,BMW,BMW,2,4,23,35,27
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,2,4,23,34,27
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,2,4,22,34,26
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,20,30,23
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,20,30,23
2016,BMW,BMW,3,6,19,28,22
2016,BMW,BMW,3,6,20,30,23
2016,BMW,BMW,3,6,20,31,24
2016,BMW,BMW,3,6,20,29,23
2016,BMW,BMW,4.4,8,17,25,20
2016,BMW,BMW,4.4,8,15,24,18
2016,BMW,BMW,4.4,8,15,24,18
2016,BMW,BMW,3,6,17,24,19
2016,BMW,BMW,3,6,17,26,20
2016,BMW,BMW,3,6,17,24,19
2016,BMW,BMW,3,6,17,26,20
2016,BMW,BMW,4.4,8,14,20,16
2016,BMW,BMW,4.4,8,15,22,17
2016,General Motors,Buick,2,4,21,30,24
2016,General Motors,Buick,2,4,20,31,24
2016,General Motors,Buick,2.4,4,21,32,25
2016,General Motors,Cadillac,2,4,22,31,26
2016,General Motors,Cadillac,2,4,20,29,23
2016,General Motors,Cadillac,2.5,4,22,32,26
2016,General Motors,Cadillac,3.6,6,20,30,24
2016,General Motors,Cadillac,2,4,22,30,25
2016,General Motors,Cadillac,3.6,6,19,28,22
2016,General Motors,Cadillac,3.6,6,16,24,19
2016,General Motors,Cadillac,3.6,6,17,23,19
2016,General Motors,Chevrolet,2,4,22,31,25
2016,General Motors,Chevrolet,2,4,21,30,24
2016,General Motors,Chevrolet,3.6,6,19,28,23
2016,General Motors,Chevrolet,3.6,6,18,27,21
2016,General Motors,Chevrolet,6.2,8,17,28,20
2016,General Motors,Chevrolet,6.2,8,16,25,19
2016,General Motors,Chevrolet,1.4,4,30,42,35
2016,General Motors,Chevrolet,1.4,4,29,41,33
2016,General Motors,Chevrolet,1.4,4,30,40,34
2016,General Motors,Chevrolet,1.4,4,27,37,31
2016,General Motors,Chevrolet,1.4,4,29,40,33
2016,General Motors,Chevrolet,1.8,4,24,35,28
2016,General Motors,Chevrolet,1.8,4,26,35,30
2016,General Motors,Chevrolet,1.4,4,25,33,28
2016,General Motors,Chevrolet,1.4,4,26,34,29
2016,Ford Motor Company,Ford,1.6,4,26,33,29
2016,Ford Motor Company,Ford,1,3,28,40,32
2016,Ford Motor Company,Ford,1,3,30,42,35
2016,Ford Motor Company,Ford,2,4,27,40,31
2016,Ford Motor Company,Ford,2,4,26,38,30
2016,Ford Motor Company,Ford,2,4,26,36,30
2016,Ford Motor Company,Ford,2,4,27,40,31
2016,Ford Motor Company,Ford,2,4,26,38,30
2016,Ford Motor Company,Ford,2,4,26,36,30
2016,Honda,Honda,1.5,4,31,41,35
2016,Honda,Honda,2,4,30,41,34
2016,Honda,Honda,2,4,26,38,31
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,26,37,30
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,27,38,31
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,27,33,29
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,28,36,31
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,25,33,28
2016,Hyundai,HYUNDAI MOTOR COMPANY,1.6,4,27,35,30
2016,Nissan,INFINITI,3.5,6,28,34,30
2016,Nissan,INFINITI,3.5,6,27,31,28
2016,Kia,KIA MOTORS CORPORATION,1.6,4,22,30,25
2016,Kia,KIA MOTORS CORPORATION,1.6,4,22,29,25
2016,Kia,KIA MOTORS CORPORATION,2,4,25,34,28
2016,Kia,KIA MOTORS CORPORATION,2,4,24,33,27
2016,Kia,KIA MOTORS CORPORATION,1.6,4,27,37,31
2016,Kia,KIA MOTORS CORPORATION,1.6,4,27,38,31
2016,Kia,KIA MOTORS CORPORATION,1.6,4,28,37,31
2016,Toyota,LEXUS,1.8,4,43,40,42
2016,Toyota,LEXUS,5,8,16,24,19
2016,Toyota,LEXUS,2,4,22,33,26
2016,Toyota,LEXUS,3.5,6,19,26,21
2016,Toyota,LEXUS,3.5,6,19,28,22
2016,Toyota,LEXUS,3.5,6,19,26,21
2016,MAZDA,MAZDA,2,4,29,35,31
2016,MAZDA,MAZDA,2,4,27,32,29
2016,MAZDA,MAZDA,1.5,4,33,43,37
2016,MAZDA,MAZDA,1.5,4,31,42,35
2016,MAZDA,MAZDA,2,4,30,41,34
2016,MAZDA,MAZDA,2,4,29,41,33
2016,MAZDA,MAZDA,2.5,4,29,40,33
2016,MAZDA,MAZDA,2.5,4,28,39,32
2016,MAZDA,MAZDA,2.5,4,25,37,29
2016,Mercedes-Benz,Mercedes-Benz,4,8,18,25,20
2016,Mercedes-Benz,Mercedes-Benz,4,8,18,25,20
2016,Mercedes-Benz,Mercedes-Benz,2,4,23,31,26
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,16,22,18
2016,Mercedes-Benz,Mercedes-Benz,5.5,8,15,23,18
2016,Mercedes-Benz,Mercedes-Benz,6,12,13,20,15
2016,Mercedes-Benz,Mercedes-Benz,2,4,25,34,28
2016,Mercedes-Benz,Mercedes-Benz,2,4,24,31,27
2016,Mercedes-Benz,Mercedes-Benz,3,6,21,29,24
2016,Mercedes-Benz,Mercedes-Benz,2,4,26,38,30
2016,Mercedes-Benz,Mercedes-Benz,2,4,24,33,27
2016,Mercedes-Benz,Mercedes-Benz,2,4,24,33,27
2016,Mercedes-Benz,Mercedes-Benz,3,6,20,30,24
2016,Mercedes-Benz,Mercedes-Benz,3,6,19,26,22
2016,Mercedes-Benz,Mercedes-Benz,4.7,8,17,26,21
2016,Mercedes-Benz,Mercedes-Benz,4.7,8,17,25,20
2016,Mercedes-Benz,Mercedes-Benz,4.7,8,16,24,19
2016,BMW,Mini,1.6,4,25,30,27
2016,BMW,Mini,1.6,4,27,32,29
2016,BMW,Mini,1.6,4,25,30,27
2016,BMW,Mini,1.6,4,27,32,29
2016,BMW,Mini,1.6,4,25,32,28
2016,BMW,Mini,1.6,4,26,32,29
2016,BMW,Mini,1.6,4,23,30,26
2016,BMW,Mini,1.6,4,25,31,27
2016,BMW,Mini,1.6,4,25,32,28
2016,BMW,Mini,1.6,4,26,32,29
2016,BMW,Mini,1.6,4,23,30,26
2016,BMW,Mini,1.6,4,25,31,27
2016,BMW,Mini,1.6,4,23,30,26
2016,BMW,Mini,1.6,4,25,31,27
2016,BMW,Mini,1.6,4,23,30,26
2016,BMW,Mini,1.6,4,25,31,27
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2,4,27,35,30
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2,4,24,34,28
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2.4,4,24,31,27
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2.4,4,22,31,25
2016,Mitsubishi Motors Co,Mitsubishi Motors Corporation,2.4,4,23,31,26
2016,Nissan,NISSAN,1.6,4,26,35,30
2016,Nissan,NISSAN,1.6,4,31,40,35
2016,Nissan,NISSAN,1.6,4,27,36,30
2016,Rolls-Royce,Rolls-Royce Motor Cars Limited,6.6,12,12,19,14
2016,Rolls-Royce,Rolls-Royce Motor Cars Limited,6.7,12,11,19,14
2016,Rolls-Royce,Rolls-Royce Motor Cars Limited,6.7,12,11,19,14
2016,Toyota,SCION,2.5,4,23,31,26
2016,Toyota,SCION,2.5,4,23,31,26
2016,Subaru,Subaru,2,4,28,37,31
2016,Subaru,Subaru,2,4,25,34,28
2016,Subaru,Subaru,2,4,18,24,21
2016,Subaru,Subaru,2,4,20,27,23
2016,Subaru,Subaru,2.5,4,17,23,19
2016,Toyota,TOYOTA,1.5,4,53,46,50
2016,Toyota,TOYOTA,1.5,4,30,36,32
2016,Toyota,TOYOTA,1.5,4,30,37,33
2016,Volkswagen Group of,Volkswagen,1.8,4,25,34,28
2016,Volkswagen Group of,Volkswagen,1.8,4,25,34,28
2016,Volkswagen Group of,Volkswagen,2,4,24,31,27
2016,Volkswagen Group of,Volkswagen,2,4,23,31,26
2016,Volkswagen Group of,Volkswagen,1.8,4,24,31,27
2016,Volkswagen Group of,Volkswagen,2,4,22,31,25
2016,Volkswagen Group of,Volkswagen,2,4,21,32,25
2016,Volkswagen Group of,Volkswagen,3.6,6,17,25,20
2016,Volkswagen Group of,Volkswagen,1.8,4,25,36,29
2016,Volkswagen Group of,Volkswagen,1.8,4,25,37,30
2016,Volkswagen Group of,Volkswagen,2,4,23,30,25
2016,Volkswagen Group of,Volkswagen,2,4,22,31,25
2016,Volkswagen Group of,Volkswagen,2,4,25,33,28
